LAT,LON,YEAR,DOY,ALLSKY_SFC_SW_DWN,T2M_MAX,WS2M_MAX,T2M_MIN_x,PRECTOTCORR,RH2M,T2M,WS2M,T2M_MIN_y
26.5,32.5,2024,192,27.83,41.5,2.94,25.92,0.0,23.26,34.05,2.27,25.92
27.5,27.5,2024,192,29.17,38.89,4.74,25.11,0.0,25.43,32.2,3.0,25.11
27.5,32.5,2024,192,29.02,39.48,3.76,24.4,0.0,25.28,32.32,2.21,24.4
28.5,27.5,2024,192,29.27,38.05,4.68,25.31,0.0,28.91,31.79,2.65,25.31
28.5,32.5,2024,192,28.98,38.64,2.93,22.64,0.0,33.31,31.15,1.9,22.64
29.5,27.5,2024,192,29.14,39.38,4.23,25.48,0.0,33.13,32.85,2.44,25.48
29.5,32.5,2024,192,29.06,38.22,3.28,25.37,0.0,42.97,32.0,1.65,25.37
30.5,27.5,2024,192,29.07,37.25,5.98,21.85,0.0,48.91,29.55,2.76,21.85
30.5,32.5,2024,192,28.91,40.77,3.9,24.96,0.0,45.0,32.61,1.51,24.96
31.5,27.5,2024,192,26.08,29.33,4.71,26.17,0.0,77.58,27.63,3.5,26.17
31.5,32.5,2024,192,26.94,28.55,4.62,27.41,0.0,83.08,27.93,3.12,27.41
23.5,27.5,2024,193,29.69,41.01,3.05,23.96,0.0,15.92,33.1,1.54,23.96
23.5,32.5,2024,193,27.36,43.15,4.55,28.66,0.0,19.06,36.11,3.01,28.66
24.5,27.5,2024,193,29.88,39.98,3.12,24.12,0.0,19.31,32.17,2.1,24.12
24.5,32.5,2024,193,28.22,43.01,4.04,27.45,0.0,18.56,35.42,2.73,27.45
25.5,27.5,2024,193,29.56,39.79,4.37,24.73,0.0,20.87,32.51,2.52,24.73
25.5,32.5,2024,193,27.51,43.13,4.13,27.55,0.0,21.37,35.24,2.69,27.55
26.5,27.5,2024,193,29.61,40.2,5.07,25.7,0.0,21.07,32.84,2.61,25.7
26.5,32.5,2024,193,27.54,42.31,4.28,27.33,0.0,22.11,34.99,2.76,27.33
27.5,27.5,2024,193,29.56,39.65,5.14,26.14,0.0,21.44,32.58,2.61,26.14
27.5,32.5,2024,193,28.35,40.24,4.68,26.17,0.0,23.89,33.24,2.39,26.17
28.5,27.5,2024,193,29.59,39.47,4.11,25.81,0.0,24.16,32.74,2.06,25.81
28.5,32.5,2024,193,28.16,39.91,3.08,26.34,0.0,24.76,33.15,1.82,26.34
29.5,27.5,2024,193,28.76,40.89,5.39,25.67,0.0,36.32,33.54,2.7,25.67
29.5,32.5,2024,193,27.19,39.7,5.36,27.08,0.0,38.25,33.43,1.69,27.08
30.5,27.5,2024,193,27.33,37.86,7.07,23.7,0.0,50.28,30.48,3.0,23.7
30.5,32.5,2024,193,27.85,41.9,6.59,25.81,0.0,44.77,33.41,2.69,25.81
31.5,27.5,2024,193,25.62,29.25,4.76,26.41,0.0,77.62,27.68,2.85,26.41
31.5,32.5,2024,193,26.74,29.33,5.97,27.95,0.0,80.19,28.51,3.36,27.95
23.5,27.5,2024,194,29.08,41.3,3.42,26.23,0.0,17.36,33.95,1.55,26.23
23.5,32.5,2024,194,27.98,44.87,4.77,29.64,0.0,17.28,37.36,3.57,29.64
24.5,27.5,2024,194,29.38,40.42,3.45,24.92,0.0,17.91,32.8,2.22,24.92
24.5,32.5,2024,194,28.04,44.76,4.71,28.78,0.0,15.36,36.84,3.4,28.78
25.5,27.5,2024,194,29.41,40.72,3.31,25.37,0.0,17.53,33.32,2.44,25.37
25.5,32.5,2024,194,28.31,44.32,5.01,27.97,0.0,17.12,36.22,3.25,27.97
26.5,27.5,2024,194,29.39,41.13,4.23,26.25,0.0,18.87,33.85,2.73,26.25
26.5,32.5,2024,194,28.53,43.62,6.16,27.92,0.0,18.27,36.03,3.75,27.92
27.5,27.5,2024,194,29.51,40.77,4.9,25.92,0.0,20.9,33.41,3.04,25.92
27.5,32.5,2024,194,28.94,41.12,6.97,26.04,0.0,20.39,33.89,3.92,26.04
28.5,27.5,2024,194,29.54,39.86,4.05,24.72,0.0,28.15,32.69,2.33,24.72
28.5,32.5,2024,194,28.87,40.76,4.17,25.32,0.0,26.52,33.12,2.97,25.32
29.5,27.5,2024,194,28.77,41.74,5.61,25.9,0.0,37.1,34.02,3.43,25.9
29.5,32.5,2024,194,28.21,39.36,4.06,26.5,0.0,39.05,33.05,2.25,26.5
30.5,27.5,2024,194,28.98,38.3,5.31,23.43,0.0,50.02,30.75,3.53,23.43
30.5,32.5,2024,194,28.38,41.92,5.2,26.15,0.0,41.15,33.65,2.93,26.15
31.5,27.5,2024,194,26.12,29.56,3.86,26.36,0.0,77.84,27.93,2.88,26.36
31.5,32.5,2024,194,25.0,29.19,4.65,27.9,0.0,77.87,28.51,2.94,27.9
23.5,27.5,2024,195,28.15,41.7,4.76,27.0,0.0,18.55,34.44,3.82,27.0
23.5,32.5,2024,195,27.49,45.5,5.73,30.17,0.0,18.59,38.12,4.01,30.17
24.5,27.5,2024,195,28.68,40.23,5.06,25.86,0.0,20.75,33.29,3.84,25.86
24.5,32.5,2024,195,28.13,45.35,5.39,29.87,0.0,17.24,37.59,4.39,29.87
25.5,27.5,2024,195,28.91,40.15,5.43,26.31,0.0,21.8,33.49,3.79,26.31
25.5,32.5,2024,195,28.08,44.79,6.46,28.85,0.0,18.33,37.0,4.13,28.85
26.5,27.5,2024,195,28.69,40.31,5.84,26.28,0.0,23.34,33.36,3.62,26.28
26.5,32.5,2024,195,28.22,42.65,7.04,28.99,0.0,19.6,35.84,4.41,28.99
27.5,27.5,2024,195,29.03,39.71,5.76,25.5,0.0,26.38,32.58,3.42,25.5
27.5,32.5,2024,195,28.47,39.38,7.6,26.73,0.0,23.21,33.1,4.52,26.73
28.5,27.5,2024,195,29.16,39.37,5.45,25.72,0.0,29.19,32.75,3.45,25.72
28.5,32.5,2024,195,28.93,38.21,6.38,25.1,0.0,27.51,31.75,4.23,25.1
29.5,27.5,2024,195,28.92,41.26,5.74,26.81,0.0,30.56,34.34,3.39,26.81
29.5,32.5,2024,195,29.18,36.82,5.01,26.51,0.0,44.0,31.58,4.02,26.51
30.5,27.5,2024,195,29.46,38.7,7.42,23.42,0.0,42.28,30.68,4.33,23.42
30.5,32.5,2024,195,29.24,40.43,5.5,25.34,0.0,44.46,32.27,3.13,25.34
31.5,27.5,2024,195,26.81,30.12,6.56,26.68,0.0,76.1,28.15,5.21,26.68
31.5,32.5,2024,195,27.94,28.61,5.08,27.94,0.0,76.43,28.31,4.07,27.94
23.5,27.5,2024,196,27.95,40.33,6.47,26.79,0.0,20.47,33.56,5.04,26.79
23.5,32.5,2024,196,27.33,43.12,6.72,31.36,0.0,19.78,36.98,5.47,31.36
24.5,27.5,2024,196,28.41,38.75,6.56,25.95,0.0,20.94,32.33,4.7,25.95
24.5,32.5,2024,196,27.78,42.49,6.44,30.11,0.0,17.87,35.93,5.27,30.11
25.5,27.5,2024,196,28.89,38.89,7.03,25.48,0.0,21.09,32.38,4.42,25.48
25.5,32.5,2024,196,27.96,42.15,6.51,29.14,0.0,19.02,35.34,4.96,29.14
26.5,27.5,2024,196,28.26,39.05,7.66,25.14,0.0,23.65,32.3,4.5,25.14
26.5,32.5,2024,196,28.28,40.53,7.06,27.4,0.0,21.49,33.76,4.87,27.4
27.5,27.5,2024,196,28.66,38.67,7.85,25.9,0.0,27.67,32.23,4.87,25.9
27.5,32.5,2024,196,29.08,37.31,7.37,24.79,0.0,25.42,31.19,4.79,24.79
28.5,27.5,2024,196,28.13,39.19,7.88,24.75,0.0,31.91,32.32,4.49,24.75
28.5,32.5,2024,196,29.23,35.99,7.01,23.63,0.0,29.14,30.06,4.27,23.63
29.5,27.5,2024,196,28.15,41.02,7.51,25.04,0.0,34.33,33.22,4.47,25.04
29.5,32.5,2024,196,29.38,35.01,4.44,26.01,0.0,43.34,30.76,3.27,26.01
30.5,27.5,2024,196,28.96,37.48,8.01,22.73,0.0,49.92,29.64,5.39,22.73
30.5,32.5,2024,196,28.91,38.31,6.09,24.62,0.0,42.98,31.14,3.35,24.62
31.5,27.5,2024,196,27.05,29.68,7.45,26.95,0.0,77.85,28.16,6.47,26.95
31.5,32.5,2024,196,26.95,28.5,6.01,27.81,0.0,77.8,28.26,5.14,27.81
23.5,27.5,2024,197,28.97,39.85,5.88,25.73,0.0,19.78,32.66,4.1,25.73
23.5,32.5,2024,197,27.61,41.31,6.93,28.76,0.0,22.78,35.05,4.96,28.76
24.5,27.5,2024,197,29.24,38.5,6.63,24.95,0.0,21.96,31.57,4.16,24.95
24.5,32.5,2024,197,27.91,40.72,6.85,27.67,0.0,22.56,33.93,4.85,27.67
25.5,27.5,2024,197,29.1,38.9,6.7,25.4,0.0,22.64,32.1,4.22,25.4
25.5,32.5,2024,197,28.14,40.44,7.24,26.88,0.0,23.84,33.49,4.76,26.88
26.5,27.5,2024,197,28.9,38.94,6.68,24.81,0.0,24.34,32.07,3.79,24.81
26.5,32.5,2024,197,28.46,39.17,6.87,25.53,0.0,25.75,32.26,4.43,25.53
27.5,27.5,2024,197,28.32,38.45,6.53,25.07,0.0,26.25,31.8,3.5,25.07
27.5,32.5,2024,197,29.63,36.64,6.88,23.1,0.0,29.95,30.07,4.49,23.1
28.5,27.5,2024,197,28.15,38.4,6.06,24.85,0.0,28.5,31.73,3.34,24.85
28.5,32.5,2024,197,29.53,36.22,5.36,22.27,0.0,33.26,29.57,3.57,22.27
29.5,27.5,2024,197,28.63,40.32,6.65,24.56,0.0,32.3,32.67,3.78,24.56
29.5,32.5,2024,197,29.45,35.8,5.41,24.86,0.0,45.22,30.64,2.64,24.86
30.5,27.5,2024,197,29.77,36.63,7.4,22.16,0.0,49.38,28.92,4.94,22.16
30.5,32.5,2024,197,28.79,39.38,5.27,24.05,0.0,48.05,31.36,2.95,24.05
31.5,27.5,2024,197,27.46,29.53,6.6,26.61,0.0,76.15,27.97,5.91,26.61
31.5,32.5,2024,197,26.31,28.49,5.78,27.65,0.0,82.0,28.01,4.96,27.65
23.5,27.5,2024,198,28.8,39.1,4.6,24.54,0.0,20.4,31.86,3.42,24.54
23.5,32.5,2024,198,28.08,41.59,5.26,27.69,0.0,20.51,34.73,4.19,27.69
24.5,27.5,2024,198,28.88,38.03,4.7,23.8,0.0,21.88,31.0,3.15,23.8
24.5,32.5,2024,198,28.47,41.29,5.55,26.62,0.0,18.98,33.86,4.29,26.62
25.5,27.5,2024,198,28.33,38.71,4.62,24.57,0.0,22.21,31.77,3.04,24.57
25.5,32.5,2024,198,28.18,41.47,5.94,25.34,0.0,19.98,33.39,4.17,25.34
26.5,27.5,2024,198,28.16,39.42,5.13,24.79,0.0,22.47,32.25,3.19,24.79
26.5,32.5,2024,198,28.9,40.24,6.02,25.35,0.0,21.07,32.42,4.06,25.35
27.5,27.5,2024,198,28.41,38.92,5.84,24.82,0.0,22.19,31.65,2.79,24.82
27.5,32.5,2024,198,29.74,37.94,5.68,23.27,0.0,24.6,30.52,3.96,23.27
28.5,27.5,2024,198,28.72,37.93,5.71,24.85,0.0,23.75,31.21,2.99,24.85
28.5,32.5,2024,198,29.48,37.66,4.29,22.59,0.0,30.77,30.11,3.16,22.59
29.5,27.5,2024,198,29.21,39.45,5.18,23.27,0.0,31.17,31.53,2.99,23.27
29.5,32.5,2024,198,29.33,36.1,5.25,25.15,0.0,46.15,30.7,2.98,25.15
30.5,27.5,2024,198,29.77,36.51,6.15,20.13,0.0,51.11,28.05,3.34,20.13
30.5,32.5,2024,198,29.28,39.06,5.48,24.29,0.0,46.3,31.09,2.68,24.29
31.5,27.5,2024,198,27.63,29.11,5.13,26.15,0.0,72.83,27.61,4.28,26.15
31.5,32.5,2024,198,26.36,28.29,4.92,27.14,0.0,78.82,27.59,3.94,27.14
23.5,27.5,2024,199,29.81,39.52,3.9,23.9,0.0,18.14,31.95,2.96,23.9
23.5,32.5,2024,199,28.67,41.86,5.17,27.86,0.0,17.95,34.78,3.86,27.86
24.5,27.5,2024,199,30.05,38.23,4.25,22.9,0.0,19.64,30.81,2.97,22.9
24.5,32.5,2024,199,28.89,41.75,4.94,26.56,0.0,14.07,33.82,3.73,26.56
25.5,27.5,2024,199,29.93,38.68,4.47,24.08,0.0,18.08,31.46,2.8,24.08
25.5,32.5,2024,199,29.24,41.8,4.55,24.42,0.0,14.03,33.26,3.48,24.42
26.5,27.5,2024,199,29.91,39.31,4.15,24.22,0.0,18.19,31.86,2.44,24.22
26.5,32.5,2024,199,29.48,41.32,4.5,23.63,0.0,16.67,32.64,3.17,23.63
27.5,27.5,2024,199,29.64,39.1,4.36,23.22,0.0,23.16,31.32,2.47,23.22
27.5,32.5,2024,199,29.93,39.21,4.57,22.78,0.0,19.71,31.11,3.16,22.78
28.5,27.5,2024,199,29.56,37.68,4.43,23.36,0.0,30.0,30.59,2.5,23.36
28.5,32.5,2024,199,29.66,38.41,3.83,22.17,0.0,30.94,30.25,2.81,22.17
29.5,27.5,2024,199,29.67,39.24,4.51,23.62,0.0,32.92,31.42,2.7,23.62
29.5,32.5,2024,199,29.35,36.9,5.21,24.89,0.0,46.8,30.89,2.77,24.89
30.5,27.5,2024,199,29.9,36.18,4.85,20.13,0.0,47.3,28.1,2.77,20.13
30.5,32.5,2024,199,29.81,39.77,5.31,24.56,0.0,46.84,31.32,2.24,24.56
31.5,27.5,2024,199,27.47,28.93,4.53,25.97,0.0,69.83,27.5,3.23,25.97
31.5,32.5,2024,199,27.17,27.72,4.46,27.09,0.0,80.11,27.31,3.12,27.09
23.5,27.5,2024,200,29.74,40.21,3.49,23.93,0.0,15.34,32.28,2.79,23.93
23.5,32.5,2024,200,28.85,42.34,5.41,27.17,0.0,17.95,34.91,4.06,27.17
24.5,27.5,2024,200,30.03,38.84,5.24,23.66,0.0,16.47,31.17,3.13,23.66
24.5,32.5,2024,200,28.97,42.27,5.25,26.06,0.0,16.84,34.1,3.86,26.06
25.5,27.5,2024,200,29.92,38.77,5.52,24.38,0.0,17.89,31.18,2.78,24.38
25.5,32.5,2024,200,28.7,41.67,5.66,25.48,0.0,17.81,33.46,3.92,25.48
26.5,27.5,2024,200,29.89,39.41,4.92,24.97,0.0,20.05,31.93,2.61,24.97
26.5,32.5,2024,200,28.82,40.75,5.4,24.89,0.0,19.54,32.8,3.59,24.89
27.5,27.5,2024,200,29.68,39.34,5.27,24.75,0.0,21.98,31.88,2.57,24.75
27.5,32.5,2024,200,29.47,38.77,5.32,23.26,0.0,22.05,31.09,3.5,23.26
28.5,27.5,2024,200,29.42,37.59,5.23,22.9,0.0,29.13,30.55,2.91,22.9
28.5,32.5,2024,200,29.48,38.42,4.21,21.9,0.0,31.73,30.01,3.09,21.9
29.5,27.5,2024,200,29.47,39.28,5.24,23.54,0.0,32.66,31.59,3.17,23.54
29.5,32.5,2024,200,29.59,35.97,5.4,24.26,0.0,48.79,30.05,3.35,24.26
30.5,27.5,2024,200,30.11,36.35,5.86,20.73,0.0,45.12,28.32,2.95,20.73
30.5,32.5,2024,200,29.61,39.1,5.39,23.5,0.0,47.91,30.39,2.45,23.5
31.5,27.5,2024,200,27.09,29.34,5.41,26.39,0.0,70.47,27.85,3.52,26.39
31.5,32.5,2024,200,28.68,27.41,4.44,26.63,0.0,77.84,27.06,3.34,26.63
23.5,27.5,2024,201,28.8,40.21,4.95,24.31,0.0,16.94,32.38,3.53,24.31
23.5,32.5,2024,201,27.86,41.94,6.47,27.59,0.0,18.72,34.91,4.25,27.59
24.5,27.5,2024,201,29.09,38.63,5.26,22.86,0.0,18.81,30.99,3.15,22.86
24.5,32.5,2024,201,28.31,41.55,6.16,26.18,0.0,17.34,33.79,3.87,26.18
25.5,27.5,2024,201,29.03,38.7,5.33,24.48,0.0,22.61,31.26,2.7,24.48
25.5,32.5,2024,201,28.07,40.96,5.91,24.87,0.0,19.06,33.02,3.72,24.87
26.5,27.5,2024,201,29.08,39.04,5.27,24.48,0.0,23.4,31.74,2.7,24.48
26.5,32.5,2024,201,28.24,40.17,5.88,24.31,0.0,19.77,32.32,3.4,24.31
27.5,27.5,2024,201,29.38,38.57,5.43,23.14,0.0,25.58,31.3,2.65,23.14
27.5,32.5,2024,201,29.03,38.39,5.83,22.79,0.0,20.85,30.7,3.34,22.79
28.5,27.5,2024,201,29.42,37.48,4.47,23.06,0.0,28.76,31.21,2.29,23.06
28.5,32.5,2024,201,29.68,37.75,5.01,21.52,0.0,29.44,29.6,3.11,21.52
29.5,27.5,2024,201,29.7,39.85,4.09,23.3,0.0,31.85,32.05,2.03,23.3
29.5,32.5,2024,201,29.91,35.33,4.46,23.92,0.0,46.42,29.76,3.23,23.92
30.5,27.5,2024,201,30.08,37.93,4.69,20.93,0.0,40.8,29.56,2.65,20.93
30.5,32.5,2024,201,29.59,38.71,4.79,23.06,0.0,47.71,30.38,2.26,23.06
31.5,27.5,2024,201,27.12,30.25,4.7,26.62,0.0,70.1,28.35,3.52,26.62
31.5,32.5,2024,201,27.04,28.69,5.35,27.38,0.0,80.59,27.99,3.92,27.38
23.5,27.5,2024,202,28.75,40.13,4.02,25.09,0.0,18.19,32.73,3.18,25.09
23.5,32.5,2024,202,28.18,41.73,5.37,28.54,0.0,19.96,35.16,3.74,28.54
24.5,27.5,2024,202,28.74,38.6,4.29,23.31,0.0,20.34,31.22,2.75,23.31
24.5,32.5,2024,202,28.11,41.76,4.87,27.32,0.0,17.29,34.34,3.37,27.32
25.5,27.5,2024,202,28.91,38.79,4.89,24.72,0.0,20.19,31.78,2.69,24.72
25.5,32.5,2024,202,28.47,41.81,4.76,26.09,0.0,19.25,33.97,3.3,26.09
26.5,27.5,2024,202,28.92,39.65,4.37,24.67,0.0,20.92,32.61,2.64,24.67
26.5,32.5,2024,202,28.56,41.11,5.08,24.98,0.0,20.36,33.06,3.2,24.98
27.5,27.5,2024,202,29.05,39.65,4.36,24.34,0.0,22.46,32.59,2.52,24.34
27.5,32.5,2024,202,29.78,39.06,5.72,23.34,0.0,20.37,31.15,3.21,23.34
28.5,27.5,2024,202,28.87,38.92,4.17,24.61,0.0,21.91,32.45,2.14,24.61
28.5,32.5,2024,202,29.7,38.31,4.7,21.86,0.0,29.36,30.23,2.97,21.86
29.5,27.5,2024,202,29.02,40.62,4.79,25.06,0.0,31.21,33.2,2.64,25.06
29.5,32.5,2024,202,29.38,36.49,3.08,24.43,0.0,45.08,30.88,2.34,24.43
30.5,27.5,2024,202,29.39,37.96,5.47,21.95,0.0,47.25,30.01,2.92,21.95
30.5,32.5,2024,202,28.62,40.4,4.52,24.5,0.0,46.4,32.07,2.1,24.5
31.5,27.5,2024,202,25.59,30.24,4.98,27.25,0.0,75.52,28.68,3.9,27.25
31.5,32.5,2024,202,26.64,29.04,4.97,28.13,0.0,83.73,28.65,3.91,28.13
23.5,27.5,2024,203,28.61,40.49,4.14,25.6,0.0,19.33,33.31,2.78,25.6
23.5,32.5,2024,203,27.34,43.43,5.21,28.16,0.0,18.18,35.95,3.45,28.16
24.5,27.5,2024,203,28.68,39.3,4.39,25.23,0.0,19.96,32.35,3.15,25.23
24.5,32.5,2024,203,27.81,43.2,5.06,26.72,0.0,16.19,35.13,3.21,26.72
25.5,27.5,2024,203,28.21,39.35,4.45,25.12,0.0,20.03,32.34,2.69,25.12
25.5,32.5,2024,203,27.58,42.81,4.87,25.7,0.0,17.55,34.64,2.95,25.7
26.5,27.5,2024,203,27.93,40.01,4.49,25.91,0.0,20.77,32.95,2.57,25.91
26.5,32.5,2024,203,27.84,41.85,5.15,25.47,0.0,18.56,33.97,3.01,25.47
27.5,27.5,2024,203,28.6,39.64,3.88,25.88,0.0,20.76,32.93,2.6,25.88
27.5,32.5,2024,203,29.24,39.59,5.31,23.3,0.0,22.22,31.87,3.11,23.3
28.5,27.5,2024,203,28.34,39.18,3.27,24.43,0.0,29.15,32.42,2.2,24.43
28.5,32.5,2024,203,28.88,38.68,4.2,23.44,0.0,30.25,31.21,2.51,23.44
29.5,27.5,2024,203,28.21,41.64,5.04,26.15,0.0,32.23,34.15,2.77,26.15
29.5,32.5,2024,203,28.65,37.36,4.45,26.17,0.0,45.35,31.97,2.72,26.17
30.5,27.5,2024,203,28.5,39.07,4.83,23.17,0.0,43.71,31.01,3.21,23.17
30.5,32.5,2024,203,28.34,41.14,5.18,25.88,0.0,46.36,32.88,2.43,25.88
31.5,27.5,2024,203,25.59,30.68,5.19,27.47,0.0,74.93,29.0,3.92,27.47
31.5,32.5,2024,203,26.03,28.83,4.97,28.22,0.0,85.95,28.48,3.92,28.22
23.5,27.5,2024,204,28.67,40.84,4.7,25.88,0.0,16.61,33.6,3.49,25.88
23.5,32.5,2024,204,26.68,43.75,5.57,29.32,0.0,21.22,36.7,3.86,29.32
24.5,27.5,2024,204,28.71,39.45,4.88,24.67,0.0,17.76,32.3,3.56,24.67
24.5,32.5,2024,204,27.1,43.39,5.91,28.68,0.0,19.69,35.96,4.02,28.68
25.5,27.5,2024,204,28.66,39.31,4.42,24.51,0.0,18.56,32.11,2.85,24.51
25.5,32.5,2024,204,27.35,42.71,5.58,27.76,0.0,21.04,35.29,3.76,27.76
26.5,27.5,2024,204,28.65,40.15,3.52,25.09,0.0,20.49,32.87,2.33,25.09
26.5,32.5,2024,204,27.58,41.98,5.23,27.15,0.0,20.66,34.61,3.49,27.15
27.5,27.5,2024,204,29.07,40.26,3.86,25.1,0.0,22.87,33.05,2.12,25.1
27.5,32.5,2024,204,28.06,39.56,5.23,24.82,0.0,24.69,32.33,3.37,24.82
28.5,27.5,2024,204,28.95,39.68,3.71,25.26,0.0,25.77,32.92,2.22,25.26
28.5,32.5,2024,204,27.75,38.29,4.73,23.76,0.0,34.3,30.95,3.36,23.76
29.5,27.5,2024,204,28.51,41.7,4.68,26.01,0.0,31.76,34.34,2.89,26.01
29.5,32.5,2024,204,28.57,36.78,5.01,26.34,0.0,45.5,31.55,3.39,26.34
30.5,27.5,2024,204,28.68,38.82,5.82,24.21,0.0,41.61,31.21,3.44,24.21
30.5,32.5,2024,204,28.39,40.65,5.69,24.98,0.0,47.41,32.08,3.0,24.98
31.5,27.5,2024,204,25.98,30.52,5.76,27.23,0.0,77.02,28.84,4.48,27.23
31.5,32.5,2024,204,26.34,28.88,5.43,28.13,0.0,83.06,28.54,4.48,28.13
23.5,27.5,2024,205,28.66,41.44,4.54,26.41,0.0,17.12,34.13,3.51,26.41
23.5,32.5,2024,205,26.32,43.83,6.25,29.67,0.0,20.59,36.89,4.58,29.67
24.5,27.5,2024,205,28.79,40.02,5.0,25.24,0.0,17.71,32.82,3.65,25.24
24.5,32.5,2024,205,26.5,43.11,6.25,28.63,0.0,18.61,35.84,4.53,28.63
25.5,27.5,2024,205,28.84,40.05,4.99,24.77,0.0,19.08,32.57,2.9,24.77
25.5,32.5,2024,205,27.94,42.57,6.01,26.83,0.0,20.2,34.86,4.05,26.83
26.5,27.5,2024,205,28.83,40.53,4.1,25.88,0.0,20.92,33.5,2.67,25.88
26.5,32.5,2024,205,27.35,41.44,5.81,26.19,0.0,20.47,33.91,3.78,26.19
27.5,27.5,2024,205,28.88,40.39,5.16,25.6,0.0,24.12,33.39,2.87,25.6
27.5,32.5,2024,205,29.12,38.6,6.32,23.94,0.0,24.36,31.62,3.92,23.94
28.5,27.5,2024,205,28.91,39.94,4.82,26.18,0.0,29.36,33.52,3.14,26.18
28.5,32.5,2024,205,29.05,37.94,5.41,23.08,0.0,30.39,30.83,3.77,23.08
29.5,27.5,2024,205,28.65,42.25,5.4,26.0,0.0,32.99,34.28,3.28,26.0
29.5,32.5,2024,205,28.9,36.86,5.27,25.45,0.0,41.76,31.52,2.97,25.45
30.5,27.5,2024,205,29.56,39.03,6.35,23.63,0.0,46.11,30.9,4.48,23.63
30.5,32.5,2024,205,29.08,40.14,4.94,24.44,0.0,44.43,32.07,2.41,24.44
31.5,27.5,2024,205,26.82,30.44,6.51,27.36,0.0,75.04,28.67,5.58,27.36
31.5,32.5,2024,205,26.8,28.97,5.32,27.49,0.0,83.23,28.29,4.21,27.49
23.5,27.5,2024,206,28.52,40.96,4.09,26.38,0.0,18.08,34.01,2.87,26.38
23.5,32.5,2024,206,26.27,43.44,6.4,30.19,0.0,20.65,36.94,4.16,30.19
24.5,27.5,2024,206,28.65,39.94,5.01,25.14,0.0,19.75,32.65,3.02,25.14
24.5,32.5,2024,206,27.45,42.96,6.82,28.77,0.0,17.59,35.62,4.24,28.77
25.5,27.5,2024,206,28.92,40.19,4.28,25.08,0.0,20.75,32.9,2.53,25.08
25.5,32.5,2024,206,28.45,42.27,5.98,26.68,0.0,18.06,34.51,3.7,26.68
26.5,27.5,2024,206,28.79,41.21,4.9,25.99,0.0,20.14,33.9,2.76,25.99
26.5,32.5,2024,206,28.51,40.94,6.0,25.85,0.0,19.92,33.43,3.72,25.85
27.5,27.5,2024,206,28.66,41.32,5.43,26.14,0.0,21.41,33.88,3.08,26.14
27.5,32.5,2024,206,29.14,37.85,6.95,23.63,0.0,23.85,30.87,4.01,23.63
28.5,27.5,2024,206,28.54,40.32,4.8,26.25,0.0,25.4,33.35,2.58,26.25
28.5,32.5,2024,206,29.33,36.97,6.08,23.13,0.0,25.98,30.23,3.43,23.13
29.5,27.5,2024,206,28.45,41.92,4.15,26.06,0.0,31.21,34.05,2.14,26.06
29.5,32.5,2024,206,29.18,36.04,3.55,25.3,0.0,43.29,30.89,2.76,25.3
30.5,27.5,2024,206,29.19,39.41,5.31,22.28,0.0,50.28,30.61,3.3,22.28
30.5,32.5,2024,206,28.54,39.35,4.94,24.8,0.0,48.9,31.22,2.88,24.8
31.5,27.5,2024,206,26.68,30.35,5.57,27.27,0.0,75.35,28.41,4.4,27.27
31.5,32.5,2024,206,26.07,28.29,4.84,27.64,0.0,82.38,28.05,4.05,27.64
23.5,27.5,2024,207,28.65,41.74,4.08,26.45,0.0,16.6,34.31,3.01,26.45
23.5,32.5,2024,207,27.71,43.57,5.07,30.31,0.0,18.2,36.88,3.87,30.31
24.5,27.5,2024,207,28.9,40.61,4.26,25.47,0.0,19.81,33.19,3.14,25.47
24.5,32.5,2024,207,28.25,43.62,4.28,28.31,0.0,16.83,36.01,3.21,28.31
25.5,27.5,2024,207,28.61,40.93,5.53,25.31,0.0,21.23,33.46,3.4,25.31
25.5,32.5,2024,207,27.92,43.56,4.3,26.42,0.0,17.5,35.19,2.85,26.42
26.5,27.5,2024,207,28.36,40.83,6.38,25.92,0.0,23.52,33.61,3.77,25.92
26.5,32.5,2024,207,27.91,42.59,4.6,25.61,0.0,19.82,34.25,2.8,25.61
27.5,27.5,2024,207,28.09,39.81,7.48,26.51,0.0,27.19,33.22,4.35,26.51
27.5,32.5,2024,207,28.63,40.26,5.35,24.75,0.0,22.42,32.51,3.07,24.75
28.5,27.5,2024,207,28.19,39.49,6.64,26.04,0.0,28.6,33.07,3.95,26.04
28.5,32.5,2024,207,28.67,39.54,4.13,23.99,0.0,26.88,32.03,2.63,23.99
29.5,27.5,2024,207,27.81,40.74,6.75,26.51,0.0,37.15,33.74,3.72,26.51
29.5,32.5,2024,207,28.66,38.96,4.24,25.68,0.0,39.18,32.58,1.79,25.68
30.5,27.5,2024,207,27.9,37.69,7.24,23.83,0.0,51.92,30.01,3.48,23.83
30.5,32.5,2024,207,28.7,41.6,5.29,24.86,0.0,45.1,32.77,2.32,24.86
31.5,27.5,2024,207,25.67,29.67,6.64,27.31,0.0,71.96,28.4,4.26,27.31
31.5,32.5,2024,207,26.84,29.05,4.95,28.25,0.0,80.38,28.51,3.61,28.25
23.5,27.5,2024,208,27.32,39.82,6.52,27.06,0.0,22.55,33.04,5.35,27.06
23.5,32.5,2024,208,27.6,43.5,5.64,30.01,0.0,19.52,36.64,4.05,30.01
